,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NonDominatedElites,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 18",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1}",300015,31:22.4,9026,1,10,9,0.034299964,1330.999865,0.578682157,0.010367626,1330.965565,[[0;0;0.500000965766045][0.500000965766045;0;0][0;0.500000965766045;0][0.158538368998019;0.267030485759079;0.0850151783729138][...]],0.057237417,5,1666781064,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 30",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0}",300010,16:52.6,5784,0,5,5,42.4354478,1330.381387,5.405402276,5.660431125,1287.94594,[[0;0;7.68878247629275][0;7.68878247629275;0][7.68878247629275;0;0][4.46364144464076;0.494766161037787;2.73037487061421][...]],0.748416429,10,1285272252,20
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 29",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1}",300010,16:51.8,5784,1,5,5,353.5169604,1330.381387,7.74442705,8.119574162,976.8644271,[[0;10.7817037231175;0][10.781703781443;0;0][0;0;10.781703644208][6.22246370169953;1.81018220611919;2.74905784446154][...]],1.124122767,10,332560065,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 18",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0}",300015,31:26.6,9026,0,10,9,0.052530031,1330.999185,0.903478024,0.006445855,1330.946655,[[0;0.50008179840485;0][0;0;0.50008179840485][0.50008179840485;0;0][0.114567466553463;0.227424970919562;0.168444036367311][...]],0.085592637,5,1272767257,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 4",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,16:49.2,5784,3,5,5,194.5768454,1330.381387,8.554991789,8.877715094,1135.804542,[[0;0;11.6360186491264][0;11.6311225160737;0][11.629311038803;0;0][7.0062277701373;1.23165917966485;3.39643114080568][...]],1.21029443,10,858773609,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 19",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1}",300015,31:23.4,9026,1,10,9,0.051604454,1330.996625,0.896117298,0.004640855,1330.945021,[[0;0;0.50013806998389][0;0.50013806998389;0][0.50013806998389;0;0][0.108075310620567;0.227017196268639;0.165045563094684][...]],0.093097754,5,677698807,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3} Run 4",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3}",300015,31:27.7,9026,3,10,9,0.028425365,1330.996992,0.73667771,0.005330231,1330.968566,[[0.500269280815068;0;0][0;0.500269249108875;0][0;0;0.500171705507945][0.263724168605236;0.0627179591469523;0.174915248060272][...]],0.062603648,5,805431154,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 5",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,16:58.0,5784,3,5,5,328.1012001,1330.381387,8.323849924,8.755265461,1002.280187,[[0;0;11.7293275663733][0;11.7293275527729;0][11.7293306527737;0;0][8.74799549099329;2.2783716381613;0.702964655973384][...]],1.475097831,10,1118170115,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 19",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0}",300015,31:29.5,9026,0,10,9,0.085847852,1330.999056,1.064553679,0.011142344,1330.913208,[[0;0.500001994183307;0][0;0;0.500001994183307][0.500001994183307;0;0][0.073594587925272;0.395884050384615;0.0617756357925791][...]],0.168789647,5,585040969,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 20",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1}",300015,31:38.2,9026,1,10,9,0.017250789,1330.998056,0.621216255,0.005499795,1330.980806,[[0;0.500515818652769;0][0;0;0.500515818652769][0.500515818652769;0;0][0.405615117516617;0.0274741554328785;0.0737385723837176][...]],0.044777395,5,475997779,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 6",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,16:57.9,5784,3,5,5,1315.788725,1330.381387,19.0714357,20.48663505,14.59266229,[[25.3509503818641;0;0][0;25.3509503818685;0][0;0;25.3509503818685][16.9155799001293;3.95618625734946;4.47918422489899][...]],4.080892457,10,1800227912,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3} Run 5",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3}",300015,31:33.8,9026,3,10,9,0.048309912,1330.999901,0.5387848,0.034086645,1330.951592,[[0;0.500000328131655;0][0;0;0.500000328131655][0.500000328131655;0;0][0.251259054102302;0.123741191996439;0.125000082032914][...]],0.051112278,5,680723041,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 7",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,16:58.0,5784,3,5,5,625.110546,1330.381387,10.37344461,11.11840247,705.2708415,[[0;14.7630466465143;0][0;0;14.7574252953811][14.7574252953811;0;0][0.690771436948233;6.47351835999046;7.59632054343135][...]],1.379851098,10,1294023463,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 20",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0}",300015,31:40.9,9026,0,10,9,0.029295533,1330.999969,0.663912057,0.004159367,1330.970673,[[0;0.500002307885527;0][0;0;0.500002307885527][0.500002307885527;0;0][0.125214080600713;0.125214080600713;0.250428161201427][...]],0.142554468,5,187826042,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 21",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1}",300015,31:40.3,9026,1,10,9,0.04737005,1330.999311,0.706618807,0.004007578,1330.951941,[[0;0.500000000070166;0][0.500000000070166;0;0][0;0;0.500000000070166][0.0427243248594923;0.207297773536465;0.250022098395958][...]],0.068712634,5,356336761,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 8",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,17:03.6,5784,3,5,5,229.7690031,1330.381387,7.47707212,7.948452641,1100.612384,[[0;0;10.7752498915744][10.7752498915751;0;0][0;10.5740251452914;0][1.12547798530067;2.78151074975521;6.66703641023548][...]],1.064650287,10,1514592408,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3} Run 6",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3}",300015,31:41.8,9026,3,10,9,0.03576488,1330.999482,1.047991344,0.007024382,1330.963717,[[0.503539776029715;0;0][0;0.503539776029715;0][0;0;0.503539776029715][0.0571999995398075;0.28283162561629;0.164941987110115][...]],0.093032961,5,483841214,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 9",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,17:03.7,5784,3,5,5,194.3328442,1330.381387,6.402352455,6.722139853,1136.048543,[[9.06235458720871;0;0][0;9.06235447274019;0][0;0;9.06235446781515][2.16361913319845;6.36833080216113;0.530406232186854][...]],0.817925188,10,1960649784,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 21",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0}",300015,31:44.5,9026,0,10,9,0.034772729,1330.995196,1.03579216,0.006085237,1330.960423,[[0;0;0.500000000174349][0;0.500000000174349;0][0.500000000174349;0;0][0.049521950062063;0.109158099719954;0.349768389087363][...]],0.131310394,5,1669775070,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 22",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1}",300015,31:49.9,9026,1,10,9,0.028483918,1330.993468,0.672712541,0.007743488,1330.964984,[[0.500154067106273;0;0][0;0.500125177810517;0][0;0;0.50012516171406][0.122169996396818;0.21308252714973;0.168308096733315][...]],0.076707062,5,1962886593,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 10",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,17:09.7,5784,3,5,5,422.8987321,1330.381387,8.700229939,9.493627598,907.4826554,[[12.5298810647906;0;0][0;12.5298810785719;0][0;0;12.5298810770712][2.46305361259547;3.04421192234934;7.02261554723447][...]],0.521341814,10,1707485955,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3} Run 7",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3}",300015,31:54.2,9026,3,10,9,0.042471383,1330.997479,1.00001925,0.005104788,1330.955007,[[0.500009638377474;0;0][0;0.500009638377474;0][0;0;0.500009584973082][0.140083374969129;0.109921418276894;0.250004793246022][...]],0.02284209,5,1241972936,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 22",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0}",300015,32:03.7,9026,0,10,9,0.044493516,1330.991258,0.917565442,0.005157709,1330.946765,[[0;0.500564563638061;0][0.500564563638061;0;0][0;0;0.500564563638061][0.0924134788920134;0.183447652128922;0.224703432617126][...]],0.075216886,5,1144624589,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 11",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,17:17.0,5784,3,5,5,600.0777826,1330.381387,10.98776536,11.36410447,730.3036049,[[0;14.5052151837777;0][14.5052151151838;0;0][0;0;14.5052151258166][0;10.1120114295812;4.39320373120761][...]],1.614824547,10,574279190,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 23",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1}",300015,32:09.5,9026,1,10,9,0.026731178,1330.998287,0.992990352,0.005906555,1330.971556,[[0;0.500165623521209;0][0;0;0.500165623519699][0.50016588096079;0;0][0.167736141660256;0.0896877189468922;0.242741762914504][...]],0.113062359,5,646385725,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 12",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,17:13.8,5784,3,5,5,32.77664895,1330.878404,3.905873214,3.842429375,1298.101755,[[5.50504729375226;0;0][0;0;5.50504716783912][0;5.50507231752714;0][4.1027792686449;0.442290945609987;0.959991367325984][...]],0.282773701,10,489641768,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3} Run 8",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3}",300015,32:16.5,9026,3,10,9,0.044890092,1330.997291,0.727068867,0.011524242,1330.952401,[[0;0;0.500000000728306][0;0.500000001816058;0][0.500000001816058;0;0][0.224450000629871;0.110550000310235;0.165000000463038][...]],0.048145375,5,792212526,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 23",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0}",300015,32:22.5,9026,0,10,9,0.041850273,1330.995611,0.557336489,0.009770084,1330.953761,[[0;0.500001494629132;0][0;0;0.500001494629132][0.500001494629132;0;0][0.241359212039942;0.0764761359685099;0.207283454420718][...]],0.071132402,5,923667936,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 13",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,17:26.5,5784,3,5,5,935.9627359,1330.381387,11.32595806,11.93897948,394.4186516,[[0;15.8967175521947;0][15.8967145039937;0;0][0;0;15.8967137146259][10.8304829422367;1.73883566018369;3.32740848051535][...]],0.977548409,10,1949413327,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 24",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1}",300015,32:25.9,9026,1,10,9,0.040465517,1330.999813,0.716882285,0.004664323,1330.959348,[[0.500750847289588;0;0][0;0.500750847289588;0][0;0;0.500750847328757][0.0840348276694745;0.142584170244827;0.274131849697784][...]],0.027614684,5,868671092,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 14",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,17:18.5,5784,3,5,5,297.096603,1330.381387,8.298000977,8.598039376,1033.284784,[[11.1174678207283;0;0][0;11.1174678207283;0][0;0;11.1174678207283][5.18309309685145;5.64727859734357;0.287096126533328][...]],1.955016051,10,1272292392,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3} Run 9",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3}",300015,32:14.8,9026,3,10,9,0.019030571,1330.997712,0.693843711,0.013526594,1330.978682,[[0;0;0.500018631895227][0;0.500018631895227;0][0.500018631895227;0;0][0.147708120312889;0.193159618428227;0.159443753036944][...]],0.17122065,5,1697774692,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 24",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0}",300015,32:17.2,9026,0,10,9,0.057023503,1330.99671,0.641946982,0.020603116,1330.939687,[[0;0;0.500027378826051][0;0.500027378826051;0][0.500027378826051;0;0][0.172460805015933;0.264830564769548;0.12277094975564][...]],0.14985509,5,290986453,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 15",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,17:16.3,5784,3,5,5,144.6330353,1330.600486,5.786731521,5.891268776,1185.967451,[[0;0;7.8272485811068][0;7.8272485811068;0][7.8272485811068;0;0][4.03262142513997;3.79462715596684;0][...]],1.267371403,10,1060833858,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 25",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1}",300015,32:08.5,9026,1,10,9,0.048160742,1330.998444,0.959722876,0.005200065,1330.950283,[[0;0.5000129406307;0][0.500000000001688;0;0][0;0;0.500001409236283][0.0782135686527272;0.229321742353939;0.192473787941328][...]],0.05003493,5,2035348061,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 16",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,17:15.3,5784,3,5,5,218.2441597,1330.381387,8.068484077,8.253311812,1112.137228,[[10.5091578251972;0;0][0;0;10.5091578251972][0;10.5091578251972;0][1.93984522495338;7.94328172954119;0.626030870702591][...]],1.046525664,10,1192175534,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3} Run 10",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3}",300015,32:07.1,9026,3,10,9,0.045069817,1330.992802,0.694129512,0.007654457,1330.947733,[[0.501284291889903;0;0][0;0.501280872835085;0][0;0;0.501320769254853][0.220853328936557;0.220818911766575;0.0712211322312435][...]],0.071963714,5,1490256531,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 25",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0}",300015,32:06.7,9026,0,10,9,0.040809242,1330.996996,0.612547776,0.026729664,1330.956186,[[0;0;0.500000193797955][0.500000193798044;0;0][0;0.500000193797955;0][0.327363565124324;0.150113899199464;0.0530976838208084][...]],0.056343647,5,795067775,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 17",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,17:17.7,5784,3,5,5,260.3868484,1330.381387,7.826189113,8.616945261,1069.994539,[[0;0;11.9648206289877][0;10.4657636615065;0][10.4657647989097;0;0][4.9512004719599;5.79033102641542;1.22913105903877][...]],1.314111063,10,252275392,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 26",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1}",300015,32:09.2,9026,1,10,9,0.059738076,1330.999178,0.892578345,0.004984637,1330.93944,[[0.501222870864659;0;0][0;0.501222870864659;0][0;0;0.501222870864659][0.0927377269295714;0.163627271978799;0.244857871956288][...]],0.097989336,5,480162523,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3} Run 11",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3}",300015,31:46.3,9026,3,10,9,0.042965246,1330.999961,0.968181367,0.005638768,1330.956995,[[0.50001353563599;0;0][0;0;0.50001353563599][0;0.500013535635901;0][0.17064717838481;0.111494679226018;0.218450448729857][...]],0.03974835,5,1785436411,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 18",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,16:53.5,5784,3,5,5,594.6055662,1330.381387,9.133192611,9.156238449,735.7758213,[[0;0;11.8787279943309][11.8787773348592;0;0][0;11.8787598046084;0][1.41245864783703;4.2515360267514;6.21474385434427][...]],1.410584054,10,1719296116,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 26",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0}",300015,31:44.2,9026,0,10,9,0.061357695,1330.998447,0.891888021,0.004568422,1330.93709,[[0.500290678679349;0;0][0;0.500290678711057;0][0;0;0.500290678673931][0.133510989997687;0.258086352418032;0.108693336270025][...]],0.101285212,5,667414414,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 27",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1}",300015,31:29.9,9026,1,10,9,0.028476341,1330.994082,0.874261525,0.004878476,1330.965605,[[0;0.500002006480848;0][0;0;0.500002006480848][0.500002006480848;0;0][0.251837038310195;0.165664637101314;0.08250033106934][...]],0.126845655,5,1842330074,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 19",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,16:54.3,5784,3,5,5,878.1607752,1330.381387,10.65928266,11.39632815,452.2206123,[[15.2927754638799;0;0][0;15.2927754638799;0][0;0;15.2927754637848][1.83534201504104;4.43111007890807;9.02632765592766][...]],1.549790288,10,1541107471,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3} Run 12",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3}",300015,31:28.3,9026,3,10,9,0.060406653,1330.997914,1.078639912,0.028147464,1330.937507,[[0;0;0.50553250388764][0;0.505532481737891;0][0.505569329236277;0;0][0.0840662285285728;0.168700017870482;0.252766246399055][...]],0.026803861,5,779335791,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 20",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,16:54.0,5784,3,5,5,16.91763623,1330.9864,3.837850036,3.747072244,1314.068764,[[0;5.28584755505791;0][5.2858565409773;0;0][0;0;5.2858506753732][1.41935984467893;3.46410121279815;0.402385581273708][...]],0.539241387,10,154732529,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 27",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0}",300015,31:31.3,9026,0,10,9,0.021836765,1330.998106,0.842692997,0.019168809,1330.976269,[[0.519670526887694;0;0][0;0;0.519598325702042][0;0.519598325702042;0][0.028231612455411;0.27355835498888;0.21863015922325][...]],0.079735026,5,1472937758,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 28",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1}",300015,30:11.9,9026,1,10,9,0.040214423,1330.999114,0.686383284,0.004444545,1330.9589,[[0;0.500000077012619;0][0;0;0.500000077012619][0.500000077012619;0;0][0.11055001702749;0.224450034570964;0.165000025414164][...]],0.061649819,5,697147514,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 21",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,14:57.0,5784,3,5,5,79.95280801,1330.381387,5.674721303,5.749725791,1250.428579,[[0;0;7.78786456712367][0;7.78786408826005;0][7.78786400502663;0;0][2.24117380419005;4.66616460426599;0.880525874622303][...]],0.793774892,10,2035506481,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3} Run 13",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3}",300015,26:52.5,9026,3,10,9,0.030373049,1330.99881,0.75321675,0.006951157,1330.968437,[[0;0;0.500079094469729][0.500079094469729;0;0][0;0.500079094469729;0][0.0820600663322798;0.140098533741605;0.295494422853825][...]],0.021766274,5,1519339824,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 22",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,12:27.7,5784,3,5,5,12.29573803,1330.381387,3.351055066,3.207297691,1318.085649,[[0;0;4.49531584999941][4.4953182475319;0;0][0;4.49531824731501;0][2.02604345014128;1.60393546961275;0.865339867613158][...]],0.236011272,10,371701950,20
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3} Run 23",5,[5;10;20;45;80],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=3}",300010,12:20.9,5784,3,5,5,18.24782769,1330.381387,3.083355794,2.897318797,1312.13356,[[0;0;4.1911099214147][4.19145564293545;0;0][0;4.1914621189406;0][0.812868407133727;3.23627702631053;0.142290221350628][...]],0.215973517,10,1853614927,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3} Run 14",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3}",300015,22:02.7,9026,3,10,9,0.038596339,1330.994446,0.86004845,0.058162703,1330.95585,[[0;0.422816105112958;0.495097820909926][0;0;0.500097854211401][0.500097854211401;0;0][0;0.500097854211401;0][...]],0.086902486,5,236757122,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3} Run 15",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3}",300015,18:58.3,9026,3,10,9,0.035999327,1330.998956,0.454533464,0.0169299,1330.962957,[[0;0;0.500013502130436][0.500013502130436;0;0][0;0.500013502130436;0][0.118280035974959;0.24014431546431;0.176537367126804][...]],0.077135482,5,495940778,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3} Run 16",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=3}",300015,19:01.9,9026,3,10,9,0.0344045,1330.998235,0.738056435,0.005984089,1330.963831,[[0;0;0.502885914951545][0;0.502947247849505;0][0.50287896019735;0;0][0.0824395420288242;0.169089783427937;0.251529325456762][...]],0.029263056,5,1882657211,10
